PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,principal_variation,sparring_full_pv_probs,sparring_full_model_moves,sparring_wdl,branch_1,branch_2,branch_1_probs,branch_2_probs,full_model_moves,full_pv_probs,corrupted_fen
o0jtP,5k2/1p3n1P/6R1/8/8/8/5PK1/1r6 b - - 2 35,b7b5 g6g8 f8e7 g8g7,1447,76,90,1403,crushing endgame short,https://lichess.org/2lTokBvd/black#69,,"['g6g8', 'f8e7', 'g8g7']","[0.3364393711090088, 1.0, 0.02007921226322651]","['g6g8', 'f8e7', 'h7h8q']","[0.015529257245361805, 0.9795095324516296, 0.004961158148944378]","['g6g8', 'f8e7', 'g8g7']","['g6f6', 'f8g7', 'f6f7']","[0.41146183013916016, 1.0, 0.835830569267273]","[0.3200790584087372, 0.9745466113090515, 0.9392738938331604]","['g6g8', 'f8e7', 'g8g7']","[0.41146183013916016, 1.0, 0.835830569267273]",5k2/5n1P/6R1/Kp6/8/8/5P2/1r6 w - - 0 36
o3QnY,1qr3k1/5ppp/pbR5/8/3pB3/P6P/1P1Q1PP1/6K1 w - - 5 27,e4h7 g8h7 d2c2 d4d3,1956,75,92,235,advantage endgame hangingPiece short,https://lichess.org/0kvdrWI1#52,,"['g8h7', 'd2c2', 'd4d3']","[0.520041823387146, 0.4545799195766449, 0.5554409623146057]","['g8h7', 'd2c2', 'd4d3']","[0.0016769542125985026, 0.9954494833946228, 0.0028736181557178497]","['g8h8', 'c6c8', 'b8c8']","['g8h7', 'd2c2', 'd4d3']","[0.5913047790527344, 0.8814928531646729, 0.9840391278266907]","[0.34589242935180664, 0.8736640810966492, 0.9521618485450745]","['g8h8', 'c6c8', 'b8c8']","[0.34589242935180664, 0.8736640810966492, 0.9521618485450745]",1qr3k1/5ppB/pbR5/6Q1/3p4/P6P/1P3PP1/6K1 b - - 0 27
o7Jqf,2Rq1r1k/p2B3p/1p1Q1n2/n7/3PP3/4pP2/PP3KPP/8 w - - 0 26,f2e3 d8c8 d6f6 f8f6,1816,75,86,131,advantage middlegame short,https://lichess.org/UlvRLGYF#50,,"['d8c8', 'd6f6', 'f8f6']","[0.12760724127292633, 0.005675546824932098, 0.2403782159090042]","['d8c8', 'd7c8', 'h8g8']","[0.0037613804452121258, 0.9842377305030823, 0.012000867165625095]","['a5c4', 'c8c4', 'f6d7']","['d8c8', 'd6f6', 'f8f6']","[0.37296396493911743, 0.9794580936431885, 0.9358412623405457]","[0.34499767422676086, 0.8986985087394714, 0.9945160746574402]","['a5c4', 'c8c4', 'f6d7']","[0.34499767422676086, 0.8986985087394714, 0.9945160746574402]",2Rq1r1k/p2B3p/Kp1Q1n2/n7/3PP3/5P2/PP4PP/8 b - - 0 26
oEMxd,rq3k2/pp4pp/8/2R5/1Q2bn2/8/P6P/6K1 b - - 2 35,f4d5 c5c8 f8f7 b4f8,1932,91,67,36,advantage doubleCheck endgame short,https://lichess.org/EUb7wPAt/black#69,,"['c5c8', 'f8f7', 'b4f8']","[0.045116670429706573, 1.0, 0.02639484964311123]","['c5d5', 'f8f7', 'c8b8']","[0.023122934624552727, 0.401846706867218, 0.5750303268432617]","['c5d5', 'f8g8', 'b4e4']","['c5c8', 'f8f7', 'b4f8']","[0.5669276714324951, 0.9709281921386719, 0.8869796395301819]","[0.32426416873931885, 1.0, 0.884725034236908]","['c5d5', 'f8g8', 'b4e4']","[0.32426416873931885, 1.0, 0.884725034236908]",rq6/pp4pp/3k4/2Rn4/1Q2b3/8/P6P/6K1 w - - 3 36
oQdiI,1k1r3q/pp6/2npQpb1/6p1/6P1/2P2P2/PPP4P/2KRR3 w - - 5 21,d1d6 d8e8 d6c6 e8e6,1988,77,91,1303,advantage middlegame short,https://lichess.org/VHWKw6gp#40,,"['d8e8', 'd6c6', 'e8e6']","[0.3914770483970642, 0.055917512625455856, 0.6161814332008362]","['d8e8', 'e6e8', 'e8e6']","[0.007264929823577404, 0.9827842712402344, 0.00995081290602684]","['h8h2', 'd6d8', 'c6d8']","['d8e8', 'd6c6', 'e8e6']","[0.46605750918388367, 0.9135265350341797, 0.9928752183914185]","[0.4009357988834381, 0.7781161069869995, 0.7756480574607849]","['h8h2', 'd6d8', 'c6d8']","[0.4009357988834381, 0.7781161069869995, 0.7756480574607849]",3r3q/pp4k1/2nRQpb1/6p1/6P1/2P2P2/PPP4P/2K1R3 b - - 0 21
oREgq,r6k/2RQ4/7p/4p3/p7/4pK2/P1P3P1/2q5 b - - 1 40,a8f8 f3e4 f8f4 e4e5,1216,76,100,118,crushing defensiveMove endgame short,https://lichess.org/Wupw5IeV/black#79,,"['f3e4', 'f8f4', 'e4e5']","[0.5018264055252075, 0.6251427531242371, 0.7573626637458801]","['f3e4', 'f8f4', 'e4e5']","[0.000914911215659231, 0.9978780746459961, 0.0012069736840203404]","['f3e4', 'f8f4', 'e4e5']","['f3g3', 'c1e1', 'g3h2']","[0.4681350886821747, 0.879455029964447, 0.9852348566055298]","[0.367736279964447, 0.8016513586044312, 0.9299771785736084]","['f3e4', 'f8f4', 'e4e5']","[0.4681350886821747, 0.879455029964447, 0.9852348566055298]",5r1k/2R5/7p/4p3/p7/4pK2/P1PQ2P1/2q5 w - - 2 41
ohEk9,8/p4kp1/3Qb3/3pp3/7p/5nrP/P7/5R1K w - - 2 39,d6e5 g3g1 f1g1 f3e5,2120,81,89,918,crushing endgame short,https://lichess.org/RdtXf1hx#76,,"['g3g1', 'f1g1', 'f3e5']","[0.003430225420743227, 1.0, 0.8305405974388123]","['g3h3', 'f1g1', 'f3e5']","[0.00880054198205471, 0.983189582824707, 0.00800988357514143]","['g3g1', 'f1g1', 'f3e5']","['g3h3', 'h1g2', 'h3g3']","[0.3527199923992157, 1.0, 0.95086270570755]","[0.34136998653411865, 0.9930304884910583, 0.7119605541229248]","['g3g1', 'f1g1', 'f3e5']","[0.3527199923992157, 1.0, 0.95086270570755]",8/p3Pkp1/4b3/3pQ3/7p/5nrP/P7/5R1K b - - 0 39
omn1A,r1b1k1nr/1p1p1ppp/pq2p3/8/2PnP2b/2N2P2/PP2QNPP/R1B1KB1R w KQkq - 9 11,c1e3 d4c2 e2c2 b6e3,1565,74,84,137,crushing deflection discoveredAttack opening short,https://lichess.org/0KmkNRdz#20,Sicilian_Defense Sicilian_Defense_Staunton-Cochrane_Variation,"['d4c2', 'e2c2', 'b6e3']","[0.026590930297970772, 0.7249975800514221, 0.9272996783256531]","['e6e5', 'e2c2', 'b6e3']","[0.05300724878907204, 0.8388624787330627, 0.10813026875257492]","['d4e2', 'e3b6', 'e2c3']","['d4c2', 'e2c2', 'b6e3']","[0.3735058009624481, 0.9291367530822754, 0.9360223412513733]","[0.345795601606369, 0.846312940120697, 0.9208149909973145]","['d4e2', 'e3b6', 'e2c3']","[0.345795601606369, 0.846312940120697, 0.9208149909973145]",r1b1k1nr/1p1p1ppp/pq2p2P/8/2PnP2b/2N1BP2/PP2QNPP/R3KB1R b KQkq - 10 11
opGD7,7k/1ppQ3p/p2b2p1/3p4/8/2P2q1P/PP6/3KR3 w - - 2 40,e1e2 f3f1 d1d2 d6f4,2002,75,92,279,crushing endgame short,https://lichess.org/3Rsa9ycS#78,,"['f3f1', 'd1d2', 'd6f4']","[0.1407918632030487, 0.46390604972839355, 0.1758040189743042]","['h8g8', 'd1d2', 'f1f4']","[0.0026925376150757074, 0.9951333403587341, 0.0021740510128438473]","['f3d3', 'e2d2', 'd3b1']","['f3f1', 'd1d2', 'd6f4']","[0.3569566309452057, 0.9073311686515808, 0.7293297648429871]","[0.31381383538246155, 0.8781744837760925, 0.9027600288391113]","['f3d3', 'e2d2', 'd3b1']","[0.31381383538246155, 0.8781744837760925, 0.9027600288391113]",7k/1ppQ3p/p5p1/3p4/8/2P2q1P/PP2R3/b2K4 b - - 3 40
opje4,r3r1k1/pp3pB1/2np1nb1/8/3p2P1/1P3q2/P1PQN3/2KR3R b - - 0 23,e8e2 h1h8 g8g7 d2h6,1517,75,91,1478,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/pXiiZaXH/black#45,,"['h1h8', 'g8g7', 'd2h6']","[0.09654857218265533, 1.0, 0.24391120672225952]","['d2h6', 'g8g7', 'd2h6']","[0.0282035730779171, 0.33881905674934387, 0.6329773664474487]","['h1h8', 'g8g7', 'd2h6']","['g7f6', 'f3f6', 'd2e2']","[0.4827396869659424, 1.0, 0.8968961834907532]","[0.350957989692688, 0.8979803323745728, 0.7986593842506409]","['h1h8', 'g8g7', 'd2h6']","[0.4827396869659424, 1.0, 0.8968961834907532]",r5k1/pp3pB1/2np1nb1/8/3p2P1/1P2rq2/P1PQ4/2KR3R w - - 0 24
orNR5,8/8/bp4R1/p2k3r/P7/2Kp4/3N4/8 b - - 4 62,d5c5 d2e4 c5d5 e4f6,1265,92,57,27,advantage endgame master short,https://lichess.org/bVMDiHVX/black#123,,"['d2e4', 'c5d5', 'e4f6']","[0.4860134720802307, 1.0, 0.31935417652130127]","['d2e4', 'c5d5', 'e4f6']","[0.0039801280945539474, 0.986985981464386, 0.00903384294360876]","['d2e4', 'c5d5', 'e4f6']","['d2b3', 'c5d5', 'g6b6']","[0.48806315660476685, 1.0, 0.9200602769851685]","[0.40336450934410095, 1.0, 0.8082799315452576]","['d2e4', 'c5d5', 'e4f6']","[0.48806315660476685, 1.0, 0.9200602769851685]",8/2r5/bp4R1/p1k5/P7/2Kp4/3N4/8 w - - 5 63
owQuJ,8/2p5/1p1k4/1P1p2p1/1K1P1p1p/2P2P1P/6P1/8 b - - 3 46,c7c5 d4c5 b6c5 b4a5,1086,76,89,219,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/cQiHEFe8/black#91,,"['d4c5', 'b6c5', 'b4a5']","[0.003125609364360571, 0.8376783132553101, 0.2610117793083191]","['b4a4', 'b6c5', 'b4b3']","[0.019044432789087296, 0.9636494517326355, 0.017306124791502953]","['d4c5', 'b6c5', 'b4a5']","['b5c6', 'd6c6', 'b4a4']","[0.4003605544567108, 0.9368863701820374, 0.835411548614502]","[0.30178362131118774, 0.9173632264137268, 0.7492077946662903]","['d4c5', 'b6c5', 'b4a5']","[0.4003605544567108, 0.9368863701820374, 0.835411548614502]",8/8/1p1k4/1Ppp2p1/1K1P1p1p/2Pp1P1P/6P1/8 w - c6 0 47
oxS3U,1k6/pp5p/4r3/3nNp2/2RP4/4q2P/PP1R1N2/3K4 b - - 2 37,d5f4 e5d7 b8a8 c4c8,936,80,86,399,backRankMate mate mateIn2 middlegame short,https://lichess.org/SvKzTqDy/black#73,,"['e5d7', 'b8a8', 'c4c8']","[0.1085958406329155, 1.0, 0.4698818027973175]","['d2c2', 'b8a8', 'c4c8']","[0.005347894970327616, 0.9832603335380554, 0.011391756124794483]","['e5d7', 'b8a8', 'c4c8']","['c4c3', 'e6e5', 'd4e5']","[0.6248518228530884, 1.0, 0.9425613880157471]","[0.3130723237991333, 0.8591753244400024, 0.8602038621902466]","['e5d7', 'b8a8', 'c4c8']","[0.6248518228530884, 1.0, 0.9425613880157471]",1k6/pp5p/4r3/2N1Np2/2RP1n2/4q2P/PP1R4/3K4 w - - 3 38
ozSHX,5rk1/1p3ppp/1q6/4p3/p1B1P3/QbR4P/1P3PP1/6K1 b - - 1 26,f8c8 c4f7 g8f7 c3c8,1014,85,92,2211,crushing discoveredAttack endgame short,https://lichess.org/7bp5TZWW/black#51,,"['c4f7', 'g8f7', 'c3c8']","[0.06320909410715103, 0.814850389957428, 0.5954867601394653]","['c4b3', 'g8f7', 'c3c8']","[0.00240261759608984, 0.9929013848304749, 0.004695983603596687]","['c4f7', 'g8f7', 'c3c8']","['a3e7', 'b3c4', 'c3c4']","[0.45913681387901306, 0.8091549277305603, 0.9414575695991516]","[0.3052068054676056, 0.8778769969940186, 0.9372028112411499]","['c4f7', 'g8f7', 'c3c8']","[0.45913681387901306, 0.8091549277305603, 0.9414575695991516]",2r3k1/1p3ppp/1q6/4p3/p1B1P3/Qb3R1P/1P3PP1/6K1 w - - 2 27
p0ve6,3r1r1k/p1p3pp/8/5q2/4b3/1Q2B3/PP3PPP/R3R1K1 w - - 4 20,a1d1 f5g4 f2f3 e4f3,2332,89,88,139,crushing middlegame pin short,https://lichess.org/BB4jNFFA#38,,"['f5g4', 'f2f3', 'e4f3']","[0.2063014656305313, 0.23419015109539032, 0.8283730745315552]","['f5g4', 'g2g3', 'e4f3']","[0.008112731389701366, 0.9526017308235168, 0.03928549215197563]","['e4c2', 'd1d8', 'c2b3']","['f5g4', 'f2f3', 'e4f3']","[0.3771691918373108, 0.9026094079017639, 0.9218426942825317]","[0.3135436475276947, 0.8998543620109558, 0.8782592415809631]","['e4c2', 'd1d8', 'c2b3']","[0.3135436475276947, 0.8998543620109558, 0.8782592415809631]",3r1r1k/p1p3pp/8/5q2/4b3/1Q2B3/PP1R1PPP/3R2K1 b - - 5 20
p4sEu,3Nr1k1/5p1p/1P4pB/p5P1/8/7P/2K5/8 w - - 1 54,d8c6 e8c8 c2b3 c8c6,1284,74,90,1423,crushing endgame pin short,https://lichess.org/oz1nbzMQ#106,,"['e8c8', 'c2b3', 'c8c6']","[0.03628480061888695, 0.08255635201931, 0.8578892350196838]","['e8e6', 'b6b7', 'c8c6']","[0.014590756967663765, 0.8705458641052246, 0.1148633062839508]","['e8c8', 'c2b3', 'c8c6']","['e8e6', 'c6a5', 'e6b6']","[0.5999064445495605, 0.7701258659362793, 0.9757483601570129]","[0.3465656340122223, 0.9139455556869507, 0.9458552002906799]","['e8c8', 'c2b3', 'c8c6']","[0.5999064445495605, 0.7701258659362793, 0.9757483601570129]",4r1k1/5p1p/1PN3pB/p5P1/8/2p4P/2K5/8 b - - 2 54
p9tUB,8/p7/2kB4/4p3/2r1P3/1Q6/Pp3PPP/2qR2K1 w - - 6 33,b3d3 c1d1 d3d1 c4c1,1553,76,94,562,clearance crushing endgame pin sacrifice short,https://lichess.org/UQYmwTkV#64,,"['c1d1', 'd3d1', 'c4c1']","[0.027432981878519058, 0.8479018211364746, 0.79360431432724]","['c4d4', 'd3d1', 'c4c1']","[0.004402690101414919, 0.9867764115333557, 0.008820871822535992]","['c1d1', 'd3d1', 'c4c1']","['c4d4', 'd3a6', 'c6d7']","[0.4998617470264435, 0.9191269874572754, 0.9575697779655457]","[0.37950217723846436, 0.9059686064720154, 1.0]","['c1d1', 'd3d1', 'c4c1']","[0.4998617470264435, 0.9191269874572754, 0.9575697779655457]",4K3/p7/2kB4/4p3/2r1P3/3Q4/Pp3PPP/2qR4 b - - 7 33
pBaqK,r1b4r/pp3n1q/8/2pB4/1k2P1p1/8/P1P2PP1/1RBR2K1 b - - 11 25,b4c3 c1b2 c3b4 b2h8,2179,81,78,38,crushing discoveredAttack middlegame short skewer,https://lichess.org/tBawMUU5/black#49,,"['c1b2', 'c3b4', 'b2h8']","[0.06826981157064438, 0.30191951990127563, 0.18591049313545227]","['g1f1', 'c3c2', 'g1f1']","[0.0010569037403911352, 0.9953057169914246, 0.0036373434122651815]","['c1d2', 'c3d4', 'd2f4']","['c1b2', 'c3b4', 'b2h8']","[0.4107581079006195, 0.7045880556106567, 0.785615861415863]","[0.32133835554122925, 0.8951360583305359, 0.7838308811187744]","['c1d2', 'c3d4', 'd2f4']","[0.32133835554122925, 0.8951360583305359, 0.7838308811187744]",r1b4r/pp1R1n1q/8/2pB4/4P1p1/2k5/P1P2PP1/1RB3K1 w - - 12 26
pEksL,8/kp6/p4Q2/b2q1p2/3PpP1p/1R6/2r3PP/1R4K1 w - - 3 37,f6g7 c2c1 b1c1 d5b3,2029,76,85,141,crushing deflection endgame short,https://lichess.org/tsyyRTJX#72,,"['c2c1', 'b1c1', 'd5b3']","[0.006615550257265568, 0.22247900068759918, 0.49233901500701904]","['c2c7', 'g1f2', 'd5b3']","[0.028655273839831352, 0.9595677256584167, 0.011777005158364773]","['a5c7', 'b3b7', 'd5b7']","['c2c1', 'b1c1', 'd5b3']","[0.47396618127822876, 0.9037182927131653, 0.9658070802688599]","[0.3421272933483124, 0.7886171340942383, 0.9465963244438171]","['a5c7', 'b3b7', 'd5b7']","[0.3421272933483124, 0.7886171340942383, 0.9465963244438171]",8/kp4Q1/p7/b2q1p2/3PpP1p/1R6/2r2PPP/1R4K1 b - - 4 37
pIYon,6k1/3p1pp1/2p4p/p1Q1PPq1/Pr6/1P1p2P1/1KP4P/4R3 w - - 0 30,c5e3 d3d2 e3g5 d2e1q,1955,74,94,2378,advancedPawn advantage endgame promotion short,https://lichess.org/HW7h4NeE#58,,"['d3d2', 'e3g5', 'd2e1q']","[0.027843717485666275, 0.6696970462799072, 0.3777773380279541]","['d3c2', 'e3g5', 'd2e1q']","[0.007736447732895613, 0.978390634059906, 0.013872885145246983]","['d3d2', 'e3g5', 'd2e1q']","['g5f5', 'e3d3', 'f5d3']","[0.44769132137298584, 0.7630031108856201, 0.8586658239364624]","[0.34029147028923035, 0.7280555367469788, 0.7813974022865295]","['d3d2', 'e3g5', 'd2e1q']","[0.44769132137298584, 0.7630031108856201, 0.8586658239364624]",3k4/3p1pp1/2p4p/p3PPq1/Pr6/1P1pQ1P1/1KP4P/4R3 b - - 1 30
pqriE,r3kb1r/1p3ppp/p3pn2/qb2N3/4NQ2/8/PP1B1PPP/R3K2R b KQkq - 5 14,f8b4 e4d6 b4d6 d2a5,2190,77,91,1887,crushing middlegame short,https://lichess.org/u0RWAdei/black#27,French_Defense French_Defense_Advance_Variation,"['e4d6', 'b4d6', 'd2a5']","[0.01201183907687664, 0.47654157876968384, 0.9296570420265198]","['e4f6', 'b4d6', 'd2a5']","[0.03420057147741318, 0.8767402768135071, 0.08905914425849915]","['e4f6', 'g7f6', 'd2b4']","['e4d6', 'b4d6', 'd2a5']","[0.45346733927726746, 0.9514757394790649, 0.8378493189811707]","[0.38915595412254333, 0.8430750966072083, 0.9116122722625732]","['e4f6', 'g7f6', 'd2b4']","[0.38915595412254333, 0.8430750966072083, 0.9116122722625732]",r3k2r/1p3ppp/p3pn2/qb2NQ2/1b2N3/8/PP1B1PPP/R3K2R w KQkq - 6 15
pwBPH,6k1/5pbp/b2R1np1/3Pp3/1P2P3/3q1N2/5PPP/4Q1K1 b - - 0 29,f6e4 d6d8 g7f8 f3e5,1900,76,87,62,crushing deflection middlegame short,https://lichess.org/QXf0UhSK/black#57,,"['d6d8', 'g7f8', 'f3e5']","[0.734531581401825, 1.0, 0.13839036226272583]","['d6d8', 'g7f8', 'h2h3']","[0.009273145347833633, 0.9727808237075806, 0.017946047708392143]","['d6d8', 'g7f8', 'f3e5']","['d6a6', 'd3a6', 'e1e4']","[0.5129159092903137, 1.0, 0.7643195390701294]","[0.42336341738700867, 0.922065019607544, 0.9445937871932983]","['d6d8', 'g7f8', 'f3e5']","[0.5129159092903137, 1.0, 0.7643195390701294]",6k1/5pbp/b2R2p1/3Pp3/1P2n3/3q4/N4PPP/4Q1K1 w - - 0 30
pxmoQ,2qrr1k1/5pp1/p2p3p/2pR2P1/2P1PP2/2b4P/P5Q1/2B2RK1 b - - 0 25,c3d4 d5d4 c5d4 g5h6,1647,76,76,89,advantage middlegame pin short,https://lichess.org/FMoErw81/black#49,,"['d5d4', 'c5d4', 'g5h6']","[0.01945505291223526, 0.8942326903343201, 0.577707827091217]","['g1h2', 'c5d4', 'g5h6']","[0.004398931283503771, 0.9880813360214233, 0.007519747130572796]","['d5d4', 'c5d4', 'g5h6']","['g1h2', 'h6g5', 'd5g5']","[0.4767548143863678, 0.9280754923820496, 0.9202635288238525]","[0.39834320545196533, 0.7463008761405945, 0.707699716091156]","['d5d4', 'c5d4', 'g5h6']","[0.4767548143863678, 0.9280754923820496, 0.9202635288238525]",3rr1k1/5pp1/p2p3p/2pR2P1/2PbPP2/3q3P/P5Q1/2B2RK1 w - - 1 26
qBCun,8/ppp3rk/2p4p/7Q/6p1/2B4P/PPP2qP1/7K w - - 0 29,c3g7 f2e1 h1h2 g4g3,1778,96,61,37,endgame mate mateIn2 short,https://lichess.org/l8Qvec2a#56,,"['f2e1', 'h1h2', 'g4g3']","[0.324696809053421, 1.0, 0.7264724373817444]","['f2f1', 'h1h2', 'g4g3']","[0.00037741518463008106, 0.9991699457168579, 0.00045269267866387963]","['f2f1', 'h1h2', 'f1f4']","['f2e1', 'h1h2', 'g4g3']","[0.4366353750228882, 1.0, 0.9269534349441528]","[0.4238821864128113, 1.0, 0.8909993171691895]","['f2f1', 'h1h2', 'f1f4']","[0.4238821864128113, 1.0, 0.8909993171691895]",8/ppp4k/1Bp4p/7Q/6p1/7P/PPP2qP1/7K b - - 0 29
qGszf,5r1k/ppp3p1/3b3p/4Q3/3P3q/2N1B2P/PPr3B1/3R2RK w - - 2 24,e5e4 h4h3 g2h3 c2h2,2169,75,88,682,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/Np5B6My0#46,,"['h4h3', 'g2h3', 'c2h2']","[0.026679424569010735, 1.0, 0.5282290577888489]","['h4g3', 'g2h3', 'c2h2']","[0.024042418226599693, 0.3904411494731903, 0.5855164527893066]","['h4h3', 'g2h3', 'c2h2']","['h4g3', 'e4h7', 'h8h7']","[0.5429168343544006, 1.0, 0.8115692138671875]","[0.3279799222946167, 0.7991189360618591, 1.0]","['h4h3', 'g2h3', 'c2h2']","[0.5429168343544006, 1.0, 0.8115692138671875]",5r1k/ppp3p1/2Rb3p/8/3PQ2q/2N1B2P/PPr3B1/3R3K b - - 3 24
qIShT,2k3r1/ppp3Pp/5p1B/8/2p1R3/2P1Kn2/P4P1P/8 b - - 1 20,f3g5 h6g5 f6g5 e4e7,1551,75,90,1509,crushing endgame short,https://lichess.org/1jEzfugJ/black#39,,"['h6g5', 'f6g5', 'e4e7']","[0.04517495259642601, 0.6916229724884033, 0.5587252378463745]","['e4e7', 'f6g5', 'e4e7']","[0.12582427263259888, 0.8557904958724976, 0.018385212868452072]","['e4f4', 'g5f7', 'f4f6']","['h6g5', 'f6g5', 'e4e7']","[0.42079591751098633, 0.7571505904197693, 0.8924374580383301]","[0.30324414372444153, 0.927446186542511, 0.9405362606048584]","['e4f4', 'g5f7', 'f4f6']","[0.30324414372444153, 0.927446186542511, 0.9405362606048584]",6r1/ppp3Pp/3k1p1B/6n1/2p1R3/2P1K3/P4P1P/8 w - - 2 21
qQrrZ,r1b4k/ppp2p1p/3prp2/2b5/5BQ1/8/PPP2PPP/R5K1 w - - 2 19,f4h6 e6e1 a1e1 c8g4,950,75,95,3393,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/FzSCfTy0#36,Scotch_Game Scotch_Game_Scotch_Gambit,"['e6e1', 'a1e1', 'c8g4']","[0.015690583735704422, 1.0, 0.8602089285850525]","['c8d7', 'a1e1', 'c8g4']","[0.009044133126735687, 0.9371008276939392, 0.053855039179325104]","['e6e1', 'a1e1', 'c8g4']","['c5f2', 'g1f2', 'e6e2']","[0.6396802663803101, 1.0, 0.9624567031860352]","[0.317499041557312, 0.9630082845687866, 0.9550170302391052]","['e6e1', 'a1e1', 'c8g4']","[0.6396802663803101, 1.0, 0.9624567031860352]",r1b4k/ppp2p1p/3prp1B/2b5/8/1Q6/PPP2PPP/R5K1 b - - 3 19
qVXce,r3k3/ppp2p1p/1b6/n3B1N1/3PQ3/2q5/4B2P/2KR4 w q - 0 27,e4c2 a5b3 c1b1 c3a1,1276,75,85,231,mate mateIn2 middlegame pin queensideAttack short,https://lichess.org/1EqcCDAn#52,,"['a5b3', 'c1b1', 'c3a1']","[0.06509561091661453, 1.0, 0.7886567711830139]","['c3a1', 'c1b1', 'c3a1']","[0.004081581253558397, 0.9893732666969299, 0.0065451692789793015]","['c3e3', 'c1b1', 'e3g5']","['a5b3', 'c1b1', 'c3a1']","[0.5067769289016724, 0.7072774767875671, 0.9194900393486023]","[0.35063374042510986, 1.0, 0.9224355816841125]","['c3e3', 'c1b1', 'e3g5']","[0.35063374042510986, 1.0, 0.9224355816841125]",r3k3/ppp2p1p/1b6/n2B2N1/3P4/2q5/2Q1B2P/2KR4 b q - 1 27
qXvw4,3r1rk1/2q2p1p/2b1pQp1/p1p5/3p1N2/PP6/2P3PP/1R3R1K b - - 1 26,d8d7 f4e6 c6g2 h1g1,2242,80,86,433,crushing middlegame short,https://lichess.org/4nsGtk5r/black#51,,"['f4e6', 'c6g2', 'h1g1']","[0.029453659430146217, 0.12951967120170593, 0.45319801568984985]","['f4h5', 'f7e6', 'h1g2']","[0.0058371443301439285, 0.9645035862922668, 0.029659288004040718]","['f4e6', 'c6g2', 'h1g1']","['f4h5', 'g6h5', 'f6g5']","[0.5821306109428406, 0.8990136981010437, 0.8343385457992554]","[0.3369435667991638, 0.7325339317321777, 0.8741522431373596]","['f4e6', 'c6g2', 'h1g1']","[0.5821306109428406, 0.8990136981010437, 0.8343385457992554]",1b3rk1/2qr1p1p/4pQp1/p1p5/3p1N2/PP6/2P3PP/1R3R1K w - - 2 27
qaGKE,r1b1B2B/7R/p1k1p3/1p1p2q1/8/2N5/Pn2KP2/2R5 b - - 6 28,c6d6 c3b5 a6b5 c1c6,2200,79,84,255,clearance mate mateIn2 middlegame sacrifice short,https://lichess.org/w2D6sqkT/black#55,,"['c3b5', 'a6b5', 'c1c6']","[0.017911836504936218, 1.0, 0.515121579170227]","['c3e4', 'a6b5', 'c1c6']","[0.00232765288092196, 0.9938814640045166, 0.0037909303791821003]","['c3e4', 'd5e4', 'h8b2']","['c3b5', 'a6b5', 'c1c6']","[0.47936365008354187, 1.0, 0.8517792224884033]","[0.42222991585731506, 1.0, 0.8924015164375305]","['c3e4', 'd5e4', 'h8b2']","[0.42222991585731506, 1.0, 0.8924015164375305]",r1b1B2B/4n2R/p2kp3/1p1p2q1/8/2N5/P3KP2/2R5 w - - 7 29
qkNb1,5R2/1p1k4/p3p2p/8/3Q4/4K3/PP4qP/2r5 b - - 3 34,g2d5 d4g7 d7c6 f8c8,1723,74,88,404,crushing endgame short,https://lichess.org/5AKVep1V/black#67,,"['d4g7', 'd7c6', 'f8c8']","[0.12773177027702332, 0.7505975961685181, 0.9170677661895752]","['f8f7', 'd7c6', 'f8c8']","[0.004522576928138733, 0.9909103512763977, 0.00456713093444705]","['d4g7', 'd7c6', 'f8c8']","['f8f7', 'd7c6', 'd4d5']","[0.36235010623931885, 0.7322660088539124, 0.9265174269676208]","[0.3367016613483429, 0.7908984422683716, 0.7008035778999329]","['d4g7', 'd7c6', 'f8c8']","[0.36235010623931885, 0.7322660088539124, 0.9265174269676208]",5R2/1p1k4/p3p2p/3q4/3Q4/4K3/PP1p3P/2r5 w - - 4 35
r0o5c,r2q1rk1/p3bpp1/1p2b2p/4P1P1/3pN3/3Q1P2/PP2K3/R1B4R b - - 0 23,h6g5 e4f6 e7f6 d3h7,1604,76,93,1577,clearance kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/Vj4gRPnp/black#45,,"['e4f6', 'e7f6', 'd3h7']","[0.20055459439754486, 0.8174697160720825, 0.39851492643356323]","['e4f6', 'e7f6', 'd3h7']","[0.0033025466836988926, 0.9915056824684143, 0.005191784352064133]","['e4f6', 'e7f6', 'd3h7']","['e4g5', 'e6c4', 'd3c4']","[0.4084095358848572, 0.7007554769515991, 0.8552825450897217]","[0.35117921233177185, 0.8148737549781799, 0.9323578476905823]","['e4f6', 'e7f6', 'd3h7']","[0.4084095358848572, 0.7007554769515991, 0.8552825450897217]",r2q1rk1/p3bpp1/1p2b3/4PRp1/3pN3/3Q1P2/PP2K3/2B4R w - - 0 24
